"ID","Language","AtLeastOneOpenResponse","Isolation","DP2","DP1","DP5","DP4","DP3","Erg2","Erg6","Erg4","Erg5","Erg3","Erg1","WHO5B3","WHO5B4","WHO5B5","WHO5B2","WHO5B1","WHO5S2","WHO5S3","WHO5S5","WHO5S1","WHO5S4","HPQB1","HPQB7","HPQB3","HPQB6","HPQB5","HPQB4","HPQB2","HPQB8","HPQS1","HPQS4","HPQS6","HPQS3","HPQS5","HPQS2","HPQS7","HPQS8","PerformanceOthers","PerB1item","PerS1item","RolesIncludeDeveloper","YearsOfExperience","YearsOfWorkFromHomeExperience","Fulltime","Coinhabitants","Age","Gender","Country","Education","OrganizationSize","Disabilities","OS1_y","OS1_h","OS2_y","OS2_h","OS3_y","OS3_h","OS4_y","OS4_h","OS5_y","OS5_h","OS6_y","OS6_h","OS7_y","OS7_h","OS8_y","OS8_h","OS9_y","OS9_h","OS10_y","OS10_h","OS11_y","OS11_h","OS12_y","OS12_h","OS13_y","OS13_h","OS14_y","OS14_h","OS15_y","OS15_h","OS16_y","OS16_h","OS17_y","OS17_h","OS18_y","OS18_h","OS19_y","OS19_h","OS20_y","OS20_h","OS21_y","OS21_h","OS22_y","OS22_h","COVIDStatus","AdultCohabitants","ChildCohabitants","FearResilience","PerRatioB","PerRatioS","DeltaWellbeing"
487,"English",1,1,1,4,4,2,2,2,2,1,2,2,2,4,4,4,4,4,4,3,3,3,4,3,0,1,2,2,2,1,2,3,2,2,2,2,1,1,2,8,9,9,1,1.4,0.8,1,2,5,"Male","Germany",3,2,0,1,1,,,,,,,1,1,1,1,1,1,,,1,1,,,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,-3.1,1.125,1.125,-3
488,"English",1,2,0,4,4,3,4,3,3,3,2,3,3,4,1,3,4,1,4,4,4,3,2,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,7,10,9,1,0.6,0.6,1,1,3,"Male","Germany",3,6,0,1,0,,,1,0,,,1,0,1,0,1,0,,,1,0,,,1,0,,,,,,,,,0,1,,,1,0,,,,,,,,,0,,,,1.42857142857143,1.28571428571429,4
489,"English",0,2,,4,4,4,3,2,-1,2,2,3,-2,4,3,3,4,3,5,3,4,4,4,2,1,2,2,0,1,1,3,1,1,2,2,0,2,1,1,7,9,6,1,0.3,0,1,2,2,"Male","Germany",0,2,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,1,0,1,0,-4.1,1.28571428571429,0.857142857142857,3
490,"English",1,2,0,4,4,4,1,3,3,3,3,3,3,3,4,5,3,5,3,5,4,3,5,3,0,1,1,1,0,0,2,3,1,1,2,1,1,1,2,7,8,8,1,1,0.5,1,4,5,"Male","Germany",3,3,0,1,0,,,,,,,1,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,1,0,,,1,0,,,,,0,3,0,-1.9,1.14285714285714,1.14285714285714,0
491,"English",0,2,3,3,4,4,3,3,2,3,2,3,3,3,1,3,3,4,4,4,3,4,5,,,,2,,,,3,3,1,3,1,1,1,0,3,6,8,9,1,0.4,0,1,1,4,"Male","Germany",3,6,0,1,0,,,,,,,1,0,1,0,1,0,1,0,1,0,,,1,0,1,0,,,,,,,,,,,1,0,1,0,1,0,,,,,0,0,0,-3.1,1.33333333333333,1.5,6
492,"English",0,1,3,4,4,1,3,1,-2,1,2,2,-2,4,4,4,5,4,2,2,1,1,2,3,0,2,2,2,1,0,2,3,2,1,2,1,0,0,3,8,9,8,1,2,0.6,1,3,6,"Male","Germany",2,4,0,1,0,0,1,,,,,1,1,1,1,1,1,,,1,1,1,1,,,,,,,,,0,1,,,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,-3.8,1.125,1,-13
493,"English",1,2,3,4,2,4,3,1,2,1,2,1,1,4,4,5,3,4,4,4,3,4,3,2,0,0,1,1,1,1,2,0,1,2,2,1,2,0,-2,7,6,4,1,0.6,0,1,2,5,"Male","Germany",3,3,0,1,0,1,0,,,,,0,1,,,0,1,1,0,1,0,0,1,,,,,,,,,,,,,,,1,0,1,0,1,0,0,1,1,0,0,1,0,-2.9,0.857142857142857,0.571428571428571,-2
494,"English",0,2,1,3,4,3,4,3,-1,3,-1,3,2,4,4,3,4,4,5,5,4,5,5,2,1,2,2,2,2,2,0,3,0,0,1,2,2,0,2,6,7,8,1,1.2,0,1,3,5,"Male","Germany",3,3,0,1,0,0,1,,,,,,,,,,,,,1,0,,,0,1,1,0,1,0,,,0,1,,,0,1,,,1,0,1,0,,,1,0,0,1,1,-4.1,1.16666666666667,1.33333333333333,5
495,"English",1,2,0,4,4,4,1,3,1,3,-1,3,-2,5,2,3,4,4,3,4,2,2,3,2,0,1,2,1,2,0,1,1,1,3,2,3,2,0,-1,6,7,4,1,0.4,0.03,1,1,3,"Male","Germany",2,2,0,1,0,1,1,,,,,1,1,1,1,1,1,1,1,1,1,,,0,1,0,1,0,1,,,,,0,1,,,1,1,1,1,1,1,,,0,1,2,0,0,-3.6,1.16666666666667,0.666666666666667,-4
496,"English",0,2,0,4,3,4,1,3,1,3,2,3,3,4,1,4,3,4,3,4,3,4,2,3,1,0,1,1,1,0,3,3,0,0,0,0,0,0,3,6,8,9,1,0.4,0,1,1,3,"Male","Austria",3,4,0,1,0,,,1,1,,,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,,,,,0,1,1,1,,,1,1,0,1,1,1,,,1,1,0,0,0,-3.6,1.33333333333333,1.5,0
497,"English",1,3,3,3,1,3,2,2,2,2,3,3,2,4,4,4,4,3,5,5,1,5,4,,1,0,1,2,0,,,,4,0,0,1,,0,,,8,9,1,1,0,1,1,6,"Male","Germany",3,3,0,1,0,1,0,1,0,,,1,0,1,0,1,0,0,1,1,0,,,1,0,,,,,,,,,0,1,,,1,0,1,0,1,0,1,0,1,0,1,0,0,-0.3,,,1
498,"English",0,1,4,4,3,2,4,3,3,3,3,3,2,3,3,3,3,3,4,4,3,4,4,3,0,1,2,1,1,0,2,3,0,2,2,0,0,0,2,6,8,9,1,2,0.5,1,2,6,"Male","Germany",2,4,0,1,0,,,,,0,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,0,,,,,,,1,1,,,1,1,1,1,1,1,,,1,1,0,1,0,,1.33333333333333,1.5,4
499,"English",1,2,4,4,4,4,2,3,1,1,1,3,2,4,4,4,4,4,2,3,4,3,3,3,1,1,2,1,2,0,3,3,1,3,0,1,0,1,3,6,9,9,1,1.2,0,1,6,6,"Male","Germany",3,2,0,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,,,1,1,,,,,,,,,,,,,1,1,1,1,1,1,0,1,1,1,0,4,1,-0.4,1.5,1.5,-5
500,"English",0,2,0,2,4,4,3,2,1,2,2,2,2,4,3,3,2,4,3,2,3,3,2,3,0,2,1,0,0,0,3,3,0,1,1,0,0,0,3,6,9,9,1,0.6,0.3,1,4,4,"Male","Germany",2,2,0,1,0,1,0,1,0,,,1,0,1,0,1,0,1,0,1,0,,,1,0,1,0,,,,,0,1,,,,,1,0,1,0,1,1,,,1,0,3,1,2,-3.5,1.5,1.5,-3
501,"English",1,2,0,2,0,4,1,3,-1,1,-1,2,3,2,2,3,4,3,3,2,3,2,2,3,0,1,1,1,1,0,2,0,2,3,2,2,2,2,-1,7,9,4,1,2,0,1,1,8,"Male","Switzerland",2,5,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,,,0,1,0,1,,,0,1,,,,,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0.4,1.28571428571429,0.571428571428571,-2
502,"English",0,2,1,3,2,3,1,2,1,2,2,2,1,3,3,4,4,4,2,2,2,3,2,3,1,1,1,1,1,1,2,2,2,2,1,2,1,1,2,8,9,6,1,2,0,1,2,6,"Male","Austria",2,3,0,1,1,,,,,,,1,1,1,1,1,1,,,1,1,,,,,1,1,,,,,,,,,0,1,1,1,,,1,1,,,1,1,0,1,0,,1.125,0.75,-7
503,"English",1,1,0,4,3,2,0,3,-1,2,1,3,-3,2,3,3,2,2,4,4,5,3,3,2,0,1,1,1,2,0,1,2,2,2,2,1,0,1,1,6,8,8,1,1,0.1,1,2,4,"Male","Austria",3,3,0,1,1,1,1,1,0,,,1,1,,,1,1,1,1,1,1,,,,,0,1,,,0,1,,,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,,1.33333333333333,1.33333333333333,7
504,"English",0,2,0,,3,4,2,1,3,1,2,1,-1,1,1,2,1,2,3,3,4,3,4,1,0,3,3,3,4,2,2,2,3,3,3,3,2,0,-2,7,8,4,1,0.5,0,1,2,4,"Male","Germany",3,4,0,1,0,,,,,,,1,0,,,1,0,,,1,0,,,,,,,,,,,1,0,,,,,1,0,,,1,0,,,,,0,1,0,-3,1.14285714285714,0.571428571428571,10
505,"English",0,2,4,2,2,4,4,2,3,3,2,2,-2,5,4,5,5,4,4,1,3,4,1,1,0,0,0,1,0,1,0,1,2,3,3,2,2,1,0,8,8,6,1,0.5,0,1,1,3,,,2,4,0,1,0,0,1,0,1,,,1,0,,,1,0,0,1,1,0,,,,,1,0,,,,,,,1,0,1,0,1,0,1,0,1,0,,,1,0,0,0,0,,1,0.75,-10
506,"English",1,2,4,4,4,4,4,-2,2,3,2,3,-2,3,3,4,3,4,2,2,2,2,2,2,1,1,1,0,0,0,1,0,0,2,2,0,1,2,0,8,9,6,1,2,2,1,4,6,"Male","Germany",2,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,,1,0,1,0,1,0,0,1,,,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,2,-1.3,1.125,0.75,-7
507,"English",1,2,4,3,0,4,2,3,3,3,3,3,3,1,0,0,0,1,3,5,5,5,4,4,0,3,3,2,3,2,2,4,1,1,3,0,1,0,3,8,7,9,1,0.6,0.2,1,1,5,"Male","Germany",3,2,0,1,0,,,1,0,,,0,1,1,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,1,0,0,1,1,0,,,1,0,0,0,0,-2.5,0.875,1.125,20
508,"English",0,2,3,3,1,4,,3,2,2,3,2,3,4,4,4,4,4,4,4,4,3,4,3,0,1,1,1,0,0,2,1,0,1,0,0,0,0,2,7,9,9,1,2.5,1.5,1,1,8,"Male","Germany",3,2,0,1,1,1,1,1,1,,,1,1,1,1,1,1,,,1,0,,,1,1,1,0,,,,,,,,,,,1,1,0,1,1,0,,,1,1,0,0,0,-0.2,1.28571428571429,1.28571428571429,-1
509,"English",1,2,0,1,1,4,0,-2,-3,-2,-3,3,-3,1,2,1,1,1,1,0,0,0,1,2,2,1,3,0,2,1,3,1,3,2,3,3,2,3,2,6,7,3,1,1.4,0,1,4,6,"Male","Germany",4,3,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,2,-0.1,1.16666666666667,0.5,-4
510,"English",1,1,0,3,4,3,2,2,3,3,3,3,1,4,1,4,2,4,5,2,2,4,5,2,1,3,3,1,3,2,2,3,1,1,2,1,1,0,2,5,8,9,1,0.2,0,0,3,3,"Male","Korea, South",2,4,0,1,0,0,1,1,1,,,1,1,1,1,1,1,1,1,1,1,,,0,1,0,1,,,0,1,1,0,0,1,0,1,1,1,,,,,,,1,1,0,2,0,-2.5,1.6,1.8,3
511,"English",1,2,1,4,4,3,2,2,1,2,1,2,-2,4,5,4,3,3,4,4,5,4,4,4,0,2,3,1,1,1,2,3,1,1,2,1,0,0,2,4,9,8,1,0.5,0.2,1,10,5,"Male","Germany",4,5,0,1,0,0,1,1,0,0,1,0,1,,,1,0,1,0,1,0,,,0,1,,,,,0,1,0,1,,,0,1,1,0,1,0,1,0,0,1,1,0,0,9,0,-3.9,2.25,2,2
512,"English",1,2,2,1,3,4,1,3,2,3,2,2,3,4,3,4,4,3,4,3,4,3,3,3,0,1,0,0,1,1,1,2,0,1,1,0,0,0,1,7,8,8,1,0.2,0,0,2,2,"Male","Austria",1,2,0,1,1,1,1,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,0,,,1,0,,,1,0,0,1,0,-3.1,1.14285714285714,1.14285714285714,-1
513,"English",1,2,3,4,1,4,2,-2,-1,1,1,3,-3,5,4,5,4,4,4,3,2,2,3,1,2,2,3,0,1,0,0,1,1,3,2,1,1,2,0,9,9,8,1,2,0,1,4,6,"Male","Australia",4,4,0,,,1,0,,,,,,,,,,,,,1,0,,,1,0,1,0,,,,,,,,,,,1,0,1,0,1,0,,,1,0,0,1,2,-2.1,1,0.888888888888889,-8
514,"English",1,2,,2,4,4,3,2,1,-1,-1,2,1,4,3,5,3,4,4,4,4,4,5,3,0,1,1,0,0,0,2,3,0,1,1,0,0,1,2,8,8,9,1,1.4,0,1,3,5,"Male","Germany",2,2,0,1,1,,,1,1,,,1,1,0,1,1,1,1,0,1,1,,,1,1,1,1,,,,,,,,,,,1,1,1,1,1,1,1,0,0,1,1,1,1,-3.6,1,1.125,2
515,"English",1,2,2,4,4,3,4,2,1,1,3,2,-1,4,2,4,3,4,2,2,3,2,2,1,0,1,1,0,2,0,0,0,3,2,2,3,3,2,-2,9,7,5,1,0.1,0,1,2,3,"Male","Germany",3,2,0,1,0,,,,,,,1,0,1,0,1,0,0,1,0,1,1,0,0,1,,,0,1,,,,,0,1,,,1,0,1,0,1,0,1,0,1,0,1,1,0,-3.5,0.777777777777778,0.555555555555556,-6
516,"English",0,2,0,0,0,4,0,1,-2,1,-1,2,-2,3,3,3,4,4,3,2,1,3,3,0,0,1,1,2,2,0,0,0,2,2,2,2,1,0,-1,,,,1,0.7,0,1,1,5,"Male","Germany",3,2,,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,,,,,0,1,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,-2.2,,,-5
517,"English",1,2,0,4,3,1,0,2,-1,2,-1,2,1,4,3,4,4,4,4,4,4,4,3,3,0,1,1,0,0,0,2,3,1,1,1,1,1,0,2,8,9,9,1,3.8,0,1,2,10,"Male","Germany",4,5,0,1,0,,,1,0,,,1,0,1,0,1,0,,,1,0,,,1,0,1,0,,,,,,,1,0,1,0,1,0,,,,,,,1,0,0,1,0,-2.7,1.125,1.125,0
518,"English",1,2,3,4,4,2,3,3,3,2,1,3,-1,3,4,4,4,4,4,4,2,3,4,3,0,1,0,1,0,1,3,3,1,1,1,1,0,0,2,7,9,8,1,1.5,0,1,1,4,"Male","Germany",3,4,0,1,1,1,1,,,,,1,1,1,1,1,0,1,1,1,1,,,,,1,1,,,,,,,,,,,1,1,,,1,1,,,1,1,0,0,0,-4.1,1.28571428571429,1.14285714285714,-2
519,"English",1,2,1,3,2,4,1,3,1,1,2,2,1,2,3,4,2,3,1,1,1,2,1,4,0,0,0,0,0,0,3,1,2,2,1,0,2,2,1,8,10,6,1,2,0,1,1,6,"Male","Germany",2,4,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,,,0,1,,,0,1,,,0,1,0,1,1,0,1,0,1,0,,,1,0,0,0,0,0.6,1.25,0.75,-8
520,"English",0,2,0,3,4,4,3,3,1,2,1,2,3,3,3,4,3,3,4,4,4,4,4,3,1,1,1,1,1,1,2,3,0,0,0,0,0,0,2,7,9,9,1,0.5,0,1,2,3,"Male","Germany",2,5,0,1,0,,,,,,,1,0,1,0,1,0,1,0,1,0,,,1,0,,,,,,,1,0,1,0,,,1,0,1,0,1,0,,,1,0,0,1,0,-3.6,1.28571428571429,1.28571428571429,4
521,"English",0,2,4,4,4,4,3,1,1,1,2,1,-3,3,1,1,1,3,3,2,1,3,3,2,0,1,1,0,0,0,0,2,0,3,1,0,2,1,0,8,8,7,1,1.1,0,1,2,4,"Female","Germany",3,2,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,-2.5,1,0.875,3
522,"English",0,2,2,4,4,4,2,3,1,3,-1,3,-1,4,3,5,4,4,4,4,5,4,3,2,0,0,1,1,1,0,2,2,1,1,1,1,0,1,2,8,8,9,1,1.2,0,1,5,5,"Male","Austria",2,2,0,1,0,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,1,0,1,0,1,0,,,1,0,0,2,2,-4.1,1,1.125,0
523,"English",1,2,2,4,4,3,4,2,2,2,3,2,3,5,1,2,1,3,4,5,2,3,5,3,2,0,1,1,1,0,2,2,1,1,0,1,0,2,1,3,9,10,1,1.1,0.2,1,1,4,"Male","Germany",3,3,0,1,0,,,1,0,,,1,0,1,0,0,1,,,1,0,,,,,1,0,,,,,,,,,,,1,0,1,0,0,1,,,1,0,0,0,0,-2.1,3,3.33333333333333,7
524,"English",1,2,0,4,4,3,0,3,-2,-1,2,2,3,4,4,4,3,3,5,0,1,3,4,3,0,1,1,1,0,1,2,1,1,0,1,1,0,0,2,6,8,8,1,1.1,0.3,1,3,5,"Male","Germany",3,3,0,1,0,,,1,0,0,1,1,0,1,0,1,0,1,0,1,0,,,,,1,0,,,,,,,0,1,,,1,0,1,0,1,0,1,0,1,0,0,1,1,-3.5,1.33333333333333,1.33333333333333,-5
525,"English",1,2,2,3,4,4,4,1,2,2,2,2,2,4,3,5,4,5,5,5,5,5,4,1,1,3,1,1,1,0,1,2,2,1,2,1,1,0,0,8,8,7,1,0.7,0.1,1,5,3,"Male","Germany",2,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,3,1,-3.6,1,0.875,3
526,"English",0,2,,4,4,4,1,2,-2,1,-1,3,1,4,4,5,3,5,3,4,4,4,4,3,0,1,1,0,0,0,3,3,2,2,1,0,0,2,3,8,9,9,1,2,0.3,1,3,6,"Male","Australia",4,2,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,,,1,0,1,0,,,0,1,,,,,0,1,1,0,1,0,1,0,,,1,0,0,1,1,-2.8,1.125,1.125,-2
527,"English",0,2,2,4,4,4,2,2,2,2,2,2,2,3,3,4,2,4,3,4,4,4,3,4,0,0,1,0,0,0,2,4,0,0,0,0,0,1,2,8,10,10,1,0.1,0.8,1,3,3,"Male","Germany",4,4,0,1,0,1,0,,,,,1,0,1,0,1,0,,,1,0,,,,,,,,,,,1,0,1,0,,,1,0,1,0,1,0,,,1,0,0,1,1,-3.9,1.25,1.25,2
528,"English",1,2,3,4,4,4,4,3,3,3,3,3,2,5,4,4,4,5,5,4,4,4,5,3,0,0,1,0,0,0,3,3,0,0,1,0,0,0,3,7,10,9,1,1.4,0,1,1,6,"Male","France",3,5,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,-2.4,1.42857142857143,1.28571428571429,0
529,"English",0,2,3,4,4,4,4,2,3,3,3,3,-2,5,4,5,5,5,2,2,1,3,1,4,0,0,1,0,0,0,3,3,0,1,1,0,2,1,2,9,9,7,0,2,1.5,1,3,6,"Male","Germany",4,5,0,1,0,1,0,1,0,,,1,0,1,0,1,0,0,1,1,0,,,1,0,,,,,,,,,,,0,1,1,0,,,1,0,1,0,1,0,0,1,1,-3.4,1,0.777777777777778,-15
530,"English",1,2,2,3,4,3,3,1,2,2,2,2,-1,4,4,4,4,4,3,4,4,4,4,3,0,0,2,1,1,0,1,2,1,1,1,1,1,1,0,6,8,8,1,3,0,1,5,8,"Male","Germany",3,3,0,1,0,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,,,,,,,,0,1,0,1,1,0,,,1,0,0,3,1,,1.33333333333333,1.33333333333333,-1
531,"English",1,2,0,1,4,2,1,3,1,2,-1,1,3,2,1,3,4,4,4,4,4,4,3,2,0,2,2,1,1,3,1,2,0,0,1,0,0,0,2,5,6,7,1,1.3,0,1,1,5,"Male","Germany",3,2,0,1,0,1,0,1,0,,,1,0,1,0,1,0,,,1,0,,,1,0,1,0,1,0,,,,,,,,,1,0,1,1,,,0,1,1,0,0,0,0,-2.6,1.2,1.4,5
532,"English",1,2,3,3,4,3,3,-2,-3,2,-3,1,-3,5,2,1,1,1,3,3,0,3,4,4,0,0,1,1,1,0,3,4,2,2,1,2,0,0,3,7,10,9,1,1.2,0.4,1,4,5,"Male","Germany",3,2,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,,,1,0,1,0,,,,,,,,,0,1,,,0,1,1,0,0,1,1,0,0,1,1,0,0,1,2,-3.6,1.42857142857143,1.28571428571429,3
533,"English",1,2,2,4,3,3,3,2,2,2,2,3,2,4,4,2,4,4,2,4,1,3,4,3,0,2,2,1,2,1,2,2,2,2,2,1,1,2,2,7,8,7,0,1.5,0,1,2,5,"Male","Germany",1,5,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,,,1,1,1,1,,,,,0,1,,,0,1,1,1,,,1,1,0,1,0,1,0,1,0,-1.5,1.14285714285714,1,-4
534,"English",1,2,0,4,4,4,4,1,2,3,2,2,1,4,4,4,4,4,4,4,4,4,4,3,0,1,1,1,1,1,3,3,1,1,1,1,1,1,2,7,9,8,1,2,0.2,1,5,5,"Male",,2,2,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,3,-2.1,1.28571428571429,1.14285714285714,0
535,"English",0,2,0,3,3,3,0,1,-2,3,-2,1,-2,4,4,5,4,5,3,4,1,2,3,2,0,1,2,2,2,1,0,1,3,3,2,3,2,1,-1,7,6,4,1,0.2,0,1,2,2,"Female","Germany",0,2,0,1,1,0,1,1,1,,,1,1,1,1,1,1,1,1,0,1,,,0,1,,,,,,,,,,,0,1,1,1,,,,,,,0,1,0,1,0,-2.5,0.857142857142857,0.571428571428571,-9
536,"English",1,2,2,2,3,3,1,3,2,3,2,2,-1,2,2,2,2,2,3,1,1,2,3,3,0,1,2,1,2,1,2,3,1,2,2,0,1,2,2,7,9,8,1,2,0.2,1,3,6,"Male","Australia",2,2,0,1,0,1,0,,,0,1,0,1,0,1,1,0,0,1,1,0,0,1,,,1,0,,,,,,,,,0,1,1,0,1,0,1,0,,,0,1,0,1,1,-3.3,1.28571428571429,1.14285714285714,0
537,"English",1,2,2,4,3,4,2,3,-1,1,1,2,-1,5,3,4,4,4,4,3,3,4,3,2,2,1,1,0,0,1,0,1,0,3,2,0,1,2,0,8,8,5,1,0.5,0,1,3,3,"Male","Germany",2,3,0,1,0,,,1,0,0,1,0,1,0,1,0,1,0,1,1,0,,,,,,,,,0,1,0,1,,,,,1,0,1,0,1,0,,,1,0,0,2,0,-3,1,0.625,-3
538,"English",1,2,4,4,4,0,4,3,1,1,1,2,3,5,5,5,5,5,1,1,1,1,5,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,8,9,9,1,1.9,0.1,1,2,7,"Male","Germany",1,5,,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,-3.3,1.125,1.125,-16
539,"English",0,2,0,2,4,4,0,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,2,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,7,7,7,1,0.3,0,1,4,2,"Male","Germany",1,2,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,,,0,1,1,0,1,0,0,3,0,-3,1,1,0
540,"English",1,1,2,3,4,4,4,3,2,3,3,3,-2,4,4,4,5,4,5,3,4,4,4,3,0,1,2,1,1,0,2,2,2,2,2,2,0,1,1,7,8,7,1,1.8,0,1,1,5,"Male","Germany",3,4,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,2,0,0,-3.6,1.14285714285714,1,-1
541,"English",0,2,0,3,4,3,0,1,-1,-1,1,-1,-2,2,2,3,3,3,2,1,2,2,1,3,1,0,1,0,1,0,,,1,0,0,0,0,1,,,,,1,1.6,0.8,1,4,5,"Male","Australia",3,3,0,1,0,,,,,0,1,,,,,1,0,,,1,0,,,1,0,1,0,,,,,,,0,1,,,1,0,1,0,1,0,,,,,0,1,2,-3,,,-5
542,"English",1,2,4,4,4,4,4,3,1,1,3,3,1,4,4,3,3,3,2,3,3,3,2,1,1,2,0,1,2,1,0,1,1,1,2,0,1,0,1,9,8,8,0,1.5,0.1,1,1,6,"Male","Germany",3,6,2,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,,1,0.1,0.888888888888889,0.888888888888889,-4
543,"English",1,2,0,4,4,1,0,-1,-1,3,-2,2,-2,1,0,1,2,2,1,0,1,0,0,2,0,1,3,1,2,0,0,2,2,2,1,1,2,2,0,7,8,5,1,2.5,0.3,1,5,7,"Male","Germany",2,3,0,1,0,,,1,0,0,1,,,,,1,0,1,0,,,0,1,1,0,1,0,,,,,,,,,1,0,1,0,1,0,1,0,1,0,0,1,0,2,2,-0.9,1.14285714285714,0.714285714285714,-4
544,"English",1,2,1,4,4,4,2,2,2,3,-2,3,1,5,4,4,4,4,4,0,3,4,5,3,1,2,1,1,1,0,2,3,1,1,2,1,1,1,2,8,8,9,1,0.1,0,1,8,2,"Female","Australia",2,3,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,,,1,0,,,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,5,2,-0.9,1,1.125,-5
545,"English",0,2,1,3,4,3,1,-1,-2,1,-3,1,-1,4,4,4,3,2,2,1,1,2,2,3,0,1,1,1,1,1,2,2,3,3,3,3,2,1,0,5,7,4,1,2,0,1,1,6,"Male","Germany",3,4,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,,,-4.1,1.4,0.8,-9
546,"English",1,2,0,4,3,4,2,-1,-1,2,1,2,-3,4,0,3,4,4,5,3,3,4,4,2,2,2,3,2,3,2,1,3,2,3,2,2,2,3,1,7,8,6,1,0.5,0.05,1,1,2,"Male","Germany",2,5,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,-3.1,1.14285714285714,0.857142857142857,4
547,"English",1,2,4,4,4,4,4,1,2,2,2,2,-1,3,1,1,3,1,4,4,4,4,4,2,1,2,2,2,2,3,1,2,3,1,3,1,1,0,2,7,8,9,1,0.3,0.05,1,3,3,"Male","United Kingdom",2,2,2,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,,,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,2,0,-2.7,1.14285714285714,1.28571428571429,11
